Quote_ID,Failure_Category,Gold_Speaker,Candidate_List,Quote,Context (Referring Expression),Explicit Signals Present?,Pronouns Detected,Proper Names Detected,Dialogue Tag Detected,Previous Speaker,Conversation Turn Index,Discourse Context Length,ANNOTATION: Primary Category,ANNOTATION: Secondary Category,ANNOTATION: Evidence,ANNOTATION: Context Window Needed,ANNOTATION: Confidence,ANNOTATION: Explicit Alternative Feasible?,ANNOTATION: Notes,LR_Prediction,GBM_Prediction
PrideAndPrejudice_37,Both_Fail,Mrs. Bennet,Kitty | Mr. Bennet | Mr. Bingley | Elizabeth | Mrs. Long | Mary | Lydia | Mrs. Bennet,"Aye, so it is, and Mrs. Long does not come back
till the day before; so, it will be impossible for her to introduce him,
for she will not know him herself.",cried her mother,No,her,None,cried,Kitty,38.0,16.0,,,,,,,,Mr. Bingley,Mr. Bingley
PrideAndPrejudice_504,GBM_Only,Elizabeth,George Wickham | Miss Darcy | Kitty | Mr. Bennet | Mr. Bingley | Mr. Collins | Miss Bingley | Bingley | Elizabeth | Lydia | Mr. Darcy | Miss De Bourgh | Mary | Jane | Mrs. Bennet,"Indeed, Jane, you ought to believe me.--No one who has ever seen you
together, can doubt his affection. Miss Bingley I am sure cannot. She is
not such a simpleton. Could she have seen half as much love in Mr. Darcy
for herself, she would have ordered her wedding clothes. But the case is
this. We are not rich enough, or grand enough for them; and she is the
more anxious to get Miss Darcy for her brother, from the notion that
when there has been _one_ intermarriage, she may have less trouble in
achieving a second; in which there is certainly some ingenuity, and I
dare say it would succeed, if Miss de Bourgh were out of the way. But,
my dearest Jane, you cannot seriously imagine that because Miss Bingley
tells you her brother greatly admires Miss Darcy, he is in the smallest
degree less sensible of _your_ merit than when he took leave of you on
Tuesday, or that it will be in her power to persuade him that instead of
being in love with you, he is very much in love with her friend.",nan,No,None,None,None,Jane,505.0,3.0,,,,,,,,George Wickham,Elizabeth
PrideAndPrejudice_670,Explicit_Present_But_Fail,Charlotte Lucas,Elizabeth | Mr. Darcy | Charlotte Lucas | Maria,"What can be the meaning of this! My dear Eliza he must be in love with you, or he would never have
called on us in this familiar way.",said Charlotte,Yes,None,Charlotte,said,Mr. Darcy,671.0,14.0,,,,,,,,Mr. Darcy,Mr. Darcy
DaisyMiller_300,Explicit_Present_But_Fail,Mrs. Miller,Daisy Miller | Mrs. Miller | Winterbourne | Randolph,"But we have seen
places, that I should put a long way before Rome.",she resumed,Yes,she,None,None,Randolph,301.0,11.0,,,,,,,,Randolph,Randolph
DaisyMiller_531,Explicit_Present_But_Fail,Mr. Giovanelli,Mr. Giovanelli | Daisy Miller | Winterbourne,"Quick! quick! if we get in by midnight
we are quite safe.",he said,Yes,he,None,said,Daisy Miller,532.0,7.0,,,,,,,,Daisy Miller,Daisy Miller
PrideAndPrejudice_724,Both_Fail,Elizabeth,Elizabeth | Mr. Darcy | Jane,"How despicably have I acted! I, who have prided myself on
my discernment!--I, who have valued myself on my abilities! who have
often disdained the generous candour of my sister, and gratified my
vanity, in useless or blameable distrust.--How humiliating is this
discovery!--Yet, how just a humiliation!--Had I been in love, I could
not have been more wretchedly blind. But vanity, not love, has been my
folly.--Pleased with the preference of one, and offended by the neglect
of the other, on the very beginning of our acquaintance, I have courted
prepossession and ignorance, and driven reason away, where either were
concerned. Till this moment, I never knew myself.",she cried,No,she,None,cried,Mr. Darcy,725.0,9.0,,,,,,,,Mr. Darcy,Mr. Darcy
PrideAndPrejudice_518,Both_Fail,Elizabeth,Mr. Bennet | Mr. Collins | Elizabeth | Charlotte Lucas | Jane,"Engaged to Mr. Collins! my dear Charlotte,--impossible!",she could not help crying out,No,she,None,None,Mr. Bennet,519.0,29.0,,,,,,,,Mr. Bennet,Mr. Bennet
PrideAndPrejudice_110,Both_Fail,Mr. Darcy,Elizabeth | Sir William Lucas | Mr. Darcy | Charlotte Lucas,"Certainly, Sir;--and it has the advantage also of being in vogue
amongst the less polished societies of the world.--Every savage can
dance.",nan,No,None,None,None,Elizabeth,111.0,3.0,,,,,,,,Elizabeth,Elizabeth
PrideAndPrejudice_1102,Both_Fail,Mrs. Bennet,Kitty | Mr. Bennet | Mr. Bingley | Elizabeth | Mary | Jane | Mrs. Bennet,"Exceed their income! My dear Mr. Bennet, what are you
talking of? Why, he has four or five thousand a-year, and very likely
more. Oh! my dear, dear Jane, I am so
happy! I am sure I sha'nt get a wink of sleep all night. I knew how it
would be. I always said it must be so, at last. I was sure you could not
be so beautiful for nothing! I remember, as soon as ever I saw him, when
he first came into Hertfordshire last year, I thought how likely it was
that you should come together. Oh! he is the handsomest young man that
ever was seen!",cried his wife,No,his,None,cried,Mr. Bennet,1103.0,14.0,,,,,,,,Mr. Bingley,Mr. Bennet
PrideAndPrejudice_1105,GBM_Only,Jane,Mrs. Hurst | Mr. Bennet | Mr. Bingley | Ms. Bingley | Bingley | Elizabeth | Jane | Mrs. Bennet,"It must have been his sister's doing. They were certainly no friends to
his acquaintance with me, which I cannot wonder at, since he might have
chosen so much more advantageously in many respects. But when they see,
as I trust they will, that their brother is happy with me, they will
learn to be contented, and we shall be on good terms again; though we
can never be what we once were to each other.",nan,Yes,None,None,None,Jane,1106.0,3.0,,,,,,,,Mr. Bennet,Jane
DaisyMiller_299,Both_Fail,Mrs. Miller,Daisy Miller | Mrs. Miller | Winterbourne | Randolph,"You are not much like an infant,",said his mother,No,his,None,said,Winterbourne,300.0,15.0,,,,,,,,Daisy Miller,Daisy Miller
PrideAndPrejudice_704,Both_Fail,Elizabeth,Mr. Bennet | Elizabeth | Mr. Darcy | Colonel Fitzwilliam | Jane,"To Jane herself, ""there could be no possibility of
objection. All loveliness and goodness as she is! Her understanding
excellent, her mind improved, and her manners captivating. Neither could
any thing be urged against my father, who, though with some
peculiarities, has abilities which Mr. Darcy himself need not disdain,
and respectability which he will probably never reach.""",she exclaimed,No,she,None,exclaimed,Colonel Fitzwilliam,705.0,13.0,,,,,,,,Colonel Fitzwilliam,Colonel Fitzwilliam
PrideAndPrejudice_905,Explicit_Present_But_Fail,Mr. Gardiner,George Wickham | Jane | Mr. Bennet | Mrs. Gardiner | Elizabeth | Mr. Gardiner | Lydia | Mrs. Bennet,"Do not give way to useless alarm, though it is right to be
prepared for the worst, there is no occasion to look on it as certain.
It is not quite a week since they left Brighton. In a few days more, we
may gain some news of them, and till we know that they are not married,
and have no design of marrying, do not let us give the matter over as
lost. As soon as I get to town, I shall go to my brother, and make him
come home with me to Gracechurch Street, and then we may consult
together as to what is to be done.",added he,Yes,he,None,added,Elizabeth,906.0,8.0,,,,,,,,George Wickham,Elizabeth
AlicesAdventuresInWonderland_92,Explicit_Present_But_Fail,Alice,Old Magpie | Alice | A Canary | The White Rabbit | The Lory | The Young Crab | An Old Crab,"I know _something_ interesting is sure to
happen, whenever I eat or drink anything; so
I'll just see what this bottle does. I do hope it'll make me grow large
again, for really I'm quite tired of being such a tiny little thing!",she said to herself,Yes,she,None,said,Alice,93.0,19.0,,,,,,,,Old Magpie,Old Magpie
PrideAndPrejudice_451,Both_Fail,Mr. Collins,Mrs. Hurst | Lady Lucas | Mr. Bennet | Mr. Bingley | Mr. Collins | Miss Bingley | Elizabeth | Mr. Darcy | Mary | Jane | Mrs. Bennet,"If I, were so fortunate as to be able to sing, I
should have great pleasure, I am sure, in obliging the company with an
air; for I consider music as a very innocent diversion, and perfectly
compatible with the profession of a clergyman.--I do not mean however to
assert that we can be justified in devoting too much of our time to
music, for there are certainly other things to be attended to. The
rector of a parish has much to do.--In the first place, he must make
such an agreement for tythes as may be beneficial to himself and not
offensive to his patron. He must write his own sermons; and the time
that remains will not be too much for his parish duties, and the care
and improvement of his dwelling, which he cannot be excused from making
as comfortable as possible. And I do not think it of light importance
that he should have attentive and conciliatory manners towards every
body, especially towards those to whom he owes his preferment. I cannot
acquit him of that duty; nor could I think well of the man who should
omit an occasion of testifying his respect towards any body connected
with the family.",said Mr Collins,No,None,"Mr, Collins",said,Elizabeth,452.0,15.0,,,,,,,,Elizabeth,Elizabeth
PrideAndPrejudice_436,Both_Fail,Elizabeth,George Wickham | Miss Bingley | Elizabeth | Mr. Darcy | Jane,"I want to know, what you have learnt about Mr. Wickham. But perhaps you have
been too pleasantly engaged to think of any third person; in which case
you may be sure of my pardon.",said she,No,she,None,said,Miss Bingley,437.0,8.0,,,,,,,,Miss Bingley,Miss Bingley
PrideAndPrejudice_399,Both_Fail,Elizabeth,George Wickham | Mr. Denney | Mr. Collins | Elizabeth | Charlotte Lucas | Mary | Jane,"Heaven forbid!--_That_ would be the greatest misfortune of all!--To
find a man agreeable whom one is determined to hate!--Do not wish me
such an evil.",nan,No,None,None,None,Mr. Denney,400.0,3.0,,,,,,,,Mr. Denney,Mr. Denney
AlicesAdventuresInWonderland_652,Both_Fail,The White Rabbit,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | Five | The Dormouse | Seven | The Gryphon | The Knave Of Hearts","_Un_important, your Majesty means, of course,",he said,No,he,None,said,Alice,653.0,7.0,,,,,,,,Alice,Alice
PrideAndPrejudice_856,Explicit_Present_But_Fail,Miss Bingley,Mrs. Hurst | Miss Darcy | Mr. Bingley | Miss Bingley | Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner | Mrs. Reynolds,"How very ill Eliza Bennet looks this morning, Mr. Darcy, I
never in my life saw any one so much altered as she is since the winter.
She is grown so brown and coarse! Louisa and I were agreeing that we
should not have known her again.",she cried,Yes,she,None,cried,Mr. Bingley,857.0,9.0,,,,,,,,Mr. Bingley,Mr. Bingley
PrideAndPrejudice_154,GBM_Only,Mrs. Bennet,Kitty | Jane | Mr. Bennet | Elizabeth | Mary | Lydia | Mrs. Bennet,"How can you be so silly, as to think of such a
thing, in all this dirt! You will not be fit to be seen when you get
there.",cried her mother,No,her,None,cried,Mr. Bennet,155.0,16.0,,,,,,,,Jane,Mrs. Bennet
PrideAndPrejudice_501,Both_Fail,Elizabeth,George Wickham | Jane | Mr. Collins | Elizabeth | Lydia | Mrs. Bennet,"Yes, there can; for mine is totally different.--Will you hear it?",nan,No,None,None,None,Jane,502.0,3.0,,,,,,,,George Wickham,George Wickham
AlicesAdventuresInWonderland_365,Both_Fail,Alice,Alice | Two | The Hatter | Five | Seven,"and besides, what would be the use of a
procession, if people had all to lie down upon their
faces, so that they couldn't see it?",thought she,No,she,None,None,Two,366.0,11.0,,,,,,,,Two,Two
PrideAndPrejudice_1070,Explicit_Present_But_Fail,Elizabeth,Elizabeth | Mr. Darcy | Jane | Mrs. Bennet,"If he does not come to me, _then_, I shall give him up for
ever.",said she,Yes,she,None,said,Jane,1071.0,8.0,,,,,,,,Jane,Jane
DaisyMiller_347,GBM_Only,Daisy Miller,Eugenio | Mrs. Walker | Randolph | Mrs. Miller | Daisy Miller | Winterbourne,"We ve got splendid rooms at the hotel; Eugenio
says they re the best rooms in Rome. We are going to stay all winter,
if we don t die of the fever; and I guess we ll stay then. It s a great
deal nicer than I thought; I thought it would be fearfully quiet; I was
sure it would be awfully poky. I was sure we should be going round
all the time with one of those dreadful old men that explain about the
pictures and things. But we only had about a week of that, and now
I m enjoying myself. I know ever so many people, and they are all so
charming. The society s extremely select. There are all kinds--English,
and Germans, and Italians. I think I like the English best. I like their
style of conversation. But there are some lovely Americans. I never saw
anything so hospitable. There s something or other every day. There s
not much dancing; but I must say I never thought dancing was everything.
I was always fond of conversation. I guess I shall have plenty at Mrs.
Walker s, her rooms are so small.",she began to prattle,No,she,None,None,Winterbourne,348.0,20.0,,,,,,,,Eugenio,Daisy Miller
DaisyMiller_422,Explicit_Present_But_Fail,Daisy Miller,Mrs. Walker | Mrs. Miller | Mr. Giovanelli | Daisy Miller | Winterbourne,"I m afraid you thought
I never was coming, so I sent mother off to tell you. I wanted to make
Mr. Giovanelli practice some things before he came; you know he sings
beautifully, and I want you to ask him to sing. This is Mr. Giovanelli;
you know I introduced him to you; he s got the most lovely voice, and
he knows the most charming set of songs. I made him go over them this
evening on purpose; we had the greatest time at the hotel.",nan,Yes,None,None,None,Mrs. Walker,423.0,3.0,,,,,,,,Mrs. Miller,Mrs. Miller
AlicesAdventuresInWonderland_158,Explicit_Present_But_Fail,Alice,The Caterpillar | Alice,"I wish the creatures wouldn't be so easily
offended!",nan,Yes,None,None,None,The Caterpillar,159.0,3.0,,,,,,,,The Caterpillar,The Caterpillar
PrideAndPrejudice_495,Both_Fail,Elizabeth,Mrs. Hurst | George Wickham | Mr. Collins | Mr. Bingley | Mr. Bennet | Miss Bingley | Bingley | Elizabeth | Lydia | Mr. Darcy | Mr. Hurst | Jane | Mrs. Bennet,"It is unlucky, that you should not be
able to see your friends before they leave the country. But may we not
hope that the period of future happiness to which Miss Bingley looks
forward, may arrive earlier than she is aware, and that the delightful
intercourse you have known as friends, will be renewed with yet greater
satisfaction as sisters?--Mr. Bingley will not be detained in London by
them.",said she,No,she,None,said,George Wickham,496.0,8.0,,,,,,,,George Wickham,George Wickham
DaisyMiller_452,Both_Fail,Mrs. Miller,Mrs. Walker | Mrs. Miller | Mr. Giovanelli | Daisy Miller | Winterbourne,"Good night, Mrs. Walker, we ve
had a beautiful evening. You see, if I let Daisy come to parties without
me, I don t want her to go away without me.",she said,No,she,None,said,Winterbourne,453.0,8.0,,,,,,,,Winterbourne,Winterbourne
PrideAndPrejudice_574,GBM_Only,Elizabeth,Elizabeth | Charlotte Lucas | Mrs. Gardiner | Mrs. Bennet,"We shall often meet, I hope, in Hertfordshire.",nan,Yes,None,None,None,Elizabeth,575.0,3.0,,,,,,,,Mrs. Gardiner,Elizabeth
PrideAndPrejudice_1249,Both_Fail,Mrs. Bennet,Mr. Bennet | Mr. Bingley | Elizabeth | Mr. Darcy | Mrs. Bennet,"My dearest child, I can think of nothing else! Ten
thousand a year, and very likely more! 'Tis as good as a Lord! And a
special licence. You must and shall be married by a special licence. But
my dearest love, tell me what dish Mr. Darcy is particularly fond of,
that I may have it to-morrow.",she cried,No,she,None,cried,Mr. Bennet,1250.0,9.0,,,,,,,,Mr. Bennet,Mr. Bennet
PrideAndPrejudice_458,Explicit_Present_But_Fail,Mr. Collins,Kitty | Jane | Mr. Bennet | Mr. Collins | Lady Catherine De Bourgh | Elizabeth | Mrs. Jenkinson | Miss De Bourgh | Mary | Lydia | Mrs. Bennet,"""My reasons for marrying are, first, that I think it a right thing for
every clergyman in easy circumstances (like myself) to set the example
of matrimony in his parish. Secondly, that I am convinced it will add
very greatly to my happiness; and thirdly--which perhaps I ought to have
mentioned earlier, that it is the particular advice and recommendation
of the very noble lady whom I have the honour of calling patroness.
Twice has she condescended to give me her opinion (unasked too!) on this
subject; and it was but the very Saturday night before I left
Hunsford--between our pools at quadrille, while Mrs. Jenkinson was
arranging Miss de Bourgh's foot-stool, that she said, Allow me, by the
way, to observe, my fair cousin, that I do not reckon the notice and
kindness of Lady Catherine de Bourgh as among the least of the
advantages in my power to offer. You will find her manners beyond any
thing I can describe; and your wit and vivacity I think must be
acceptable to her, especially when tempered with the silence and respect
which her rank will inevitably excite. Thus much for my general
intention in favour of matrimony; it remains to be told why my views
were directed to Longbourn instead of my own neighbourhood, where I
assure you there are many amiable young women. But the fact is, that
being, as I am, to inherit this estate after the death of your honoured
father, (who, however, may live many years longer,) I could not satisfy
myself without resolving to chuse a wife from among his daughters, that
the loss to them might be as little as possible, when the melancholy
event takes place--which, however, as I have already said, may not be
for several years. This has been my motive, my fair cousin, and I
flatter myself it will not sink me in your esteem. And now nothing
remains for me but to assure you in the most animated language of the
violence of my affection. To fortune I am perfectly indifferent, and
shall make no demand of that nature on your father, since I am well
aware that it could not be complied with; and that one thousand pounds
in the 4 per cents. which will not be yours till after your mother's
decease, is all that you may ever be entitled to. On that head,
therefore, I shall be uniformly silent; and you may assure yourself that
no ungenerous reproach shall ever pass my lips when we are married.""",he continued,Yes,he,None,continued,Mrs. Bennet,459.0,12.0,,,,,,,,Mrs. Bennet,Mrs. Bennet
PrideAndPrejudice_71,Both_Fail,Mrs. Bennet,Kitty | Jane | Mr. Bennet | Mr. Bingley | Elizabeth | Mr. Darcy | Charlotte Lucas | Mrs. Bennet | A Young Lucas | Mary | Lydia | Maria,"_You_ began the evening well, Charlotte, _You_ were Mr. Bingley's first choice.",said Mrs Bennet with civil selfcommand to Miss Lucas,No,None,"Mrs, Lucas, Miss, Bennet",said,Elizabeth,72.0,52.0,,,,,,,,Elizabeth,Elizabeth
PrideAndPrejudice_449,Both_Fail,Elizabeth,Lady Lucas | Mr. Collins | Mr. Bingley | Miss Bingley | Elizabeth | Mr. Darcy | Jane | Mrs. Bennet,"For heaven's sake, madam, speak lower.--What advantage can it be to you
to offend Mr. Darcy?--You will never recommend yourself to his friend by
so doing.",nan,No,None,None,None,Mr. Collins,450.0,3.0,,,,,,,,Mr. Collins,Mr. Collins
DaisyMiller_392,Both_Fail,Winterbourne,Daisy Miller | Winterbourne | Mrs. Walker,"That was not clever of you,",he said,No,he,None,said,Daisy Miller,393.0,7.0,,,,,,,,Daisy Miller,Daisy Miller
PrideAndPrejudice_459,Both_Fail,Elizabeth,Mr. Bennet | Mr. Collins | Elizabeth | Lydia | Mrs. Bennet,"You are too hasty, Sir, You forget that I have made no
answer. Let me do it without farther loss of time. Accept my thanks for
the compliment you are paying me. I am very sensible of the honour of
your proposals, but it is impossible for me to do otherwise than decline
them.",she cried,No,she,None,cried,Mr. Collins,460.0,9.0,,,,,,,,Mr. Bennet,Mr. Bennet
PrideAndPrejudice_384,Both_Fail,George Wickham,George Wickham | Mr. Collins | Lady Anne Darcy | Lady Catherine De Bourgh | Elizabeth,"You know of course that Lady Catherine de Bourgh and Lady Anne Darcy
were sisters; consequently that she is aunt to the present Mr. Darcy.",nan,No,None,None,None,Mr. Collins,385.0,3.0,,,,,,,,Mr. Collins,Mr. Collins
AlicesAdventuresInWonderland_189,Explicit_Present_But_Fail,Alice,The Frog-Footman | The Fish-Footman | The Pigeon | Alice,"But perhaps he can't help it, his eyes are so _very_ nearly at the top of his
head. But at any rate he might answer questions.",she said to herself,Yes,she,None,said,Alice,190.0,19.0,,,,,,,,The Fish-Footman,The Fish-Footman
DaisyMiller_425,Explicit_Present_But_Fail,Daisy Miller,Daisy Miller | Mrs. Miller | Winterbourne | Mrs. Walker,"It s a pity these rooms are so small; we can t dance,",she said to Winterbourne,Yes,she,Winterbourne,said,Daisy Miller,426.0,24.0,,,,,,,,Winterbourne,Mrs. Walker
PrideAndPrejudice_1091,GBM_Only,Mrs. Bennet,Kitty | Mr. Bingley | Elizabeth | Jane | Mrs. Bennet,"Come here, my love, I want to speak to you,",she suddenly got up and saying to Kitty,No,she,Kitty,None,Kitty,1092.0,39.0,,,,,,,,Kitty,Mrs. Bennet
PrideAndPrejudice_1094,Both_Fail,Jane,Elizabeth | Kitty | Jane | Mrs. Bennet,"'Tis too much! by far too much. I do not deserve it. Oh!
why is not every body as happy?",she added,No,she,None,added,Mrs. Bennet,1095.0,9.0,,,,,,,,Mrs. Bennet,Mrs. Bennet
PrideAndPrejudice_793,Explicit_Present_But_Fail,Mr. Bennet,Kitty | Mr. Bennet | Elizabeth | Mary | Lydia | Mrs. Bennet,"Lydia will never be easy till she has exposed herself in some public
place or other, and we can never expect her to do it with so little
expense or inconvenience to her family as under the present
circumstances.",He heard her attentively and then said,Yes,"her, he",He,said,Kitty,794.0,38.0,,,,,,,,Mary,Mary
AlicesAdventuresInWonderland_461,Explicit_Present_But_Fail,Alice,The Mock Turtle | The Queen | Alice | The King Of Hearts | The Gryphon,"I don't see how he can _ever_ finish, if he doesn't begin.",Alice thought to herself,Yes,None,Alice,None,The Gryphon,462.0,24.0,,,,,,,,The Gryphon,The Gryphon
DaisyMiller_363,Both_Fail,Winterbourne,Mr. Giovanelli | Daisy Miller | Winterbourne,"He is not a gentleman, he is only a clever imitation of one. He is a music master, or a
penny-a-liner, or a third-rate artist. D__n his good looks!",said the young American,No,None,American,said,Daisy Miller,364.0,23.0,,,,,,,,Daisy Miller,Daisy Miller
AlicesAdventuresInWonderland_22,Both_Fail,Alice,The White Rabbit | Alice,"Dear, dear! How
queer everything is to-day! And yesterday things went on just as usual.
I wonder if I've been changed in the night? Let me think: was I the
same when I got up this morning? I almost think I can remember feeling
a little different. But if I'm not the same, the next question is, Who
in the world am I? Ah, _that's_ the great puzzle!",she went on talking,No,she,None,None,The White Rabbit,23.0,19.0,,,,,,,,The White Rabbit,The White Rabbit
PrideAndPrejudice_741,GBM_Only,Maria,Elizabeth | Maria | Lady Catherine De Bourgh | Mr. Collins,"We have dined nine times at Rosings, besides drinking tea there
twice!--How much I shall have to tell!",nan,Yes,None,None,None,Maria,742.0,3.0,,,,,,,,Lady Catherine De Bourgh,Maria
PrideAndPrejudice_851,GBM_Only,Mrs. Gardiner,George Wickham | Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner | Mrs. Reynolds,"To be sure, Lizzy, he is not so handsome as Wickham;
or rather he has not Wickham's countenance, for his features are
perfectly good. But how came you to tell us that he was so
disagreeable?",said her aunt,Yes,her,None,said,Mrs. Gardiner,852.0,13.0,,,,,,,,George Wickham,Mrs. Gardiner
AlicesAdventuresInWonderland_93,Explicit_Present_But_Fail,Alice,Old Magpie | Alice | A Canary | The White Rabbit | The Lory | The Young Crab | An Old Crab,"That's quite enough--I hope I shan't
grow any more--As it is, I can't get out at the door--I do wish I hadn't
drunk quite so much!",She hastily put down the bottle saying to herself,Yes,she,She,None,Alice,94.0,49.0,,,,,,,,Old Magpie,Old Magpie
PrideAndPrejudice_1175,GBM_Only,Mr. Bennet,Elizabeth | Mrs. Bennet | Lady Catherine De Bourgh | Mr. Bennet,"Can you possibly guess, Lizzy, who is meant by this?",nan,No,None,None,None,Elizabeth,1176.0,3.0,,,,,,,,Mrs. Bennet,Mr. Bennet
PrideAndPrejudice_167,Both_Fail,Mr. Bingley,Mrs. Hurst | Mr. Bennet | Mr. Bingley | Miss Bingley | Elizabeth | Lydia | Mr. Darcy | Mr. Hurst | Mary | Jane | Mrs. Bennet,"It shews an affection for her sister that is very pleasing,",said Bingley,No,None,Bingley,said,Mr. Darcy,168.0,12.0,,,,,,,,Mr. Bennet,Mr. Bennet
PrideAndPrejudice_863,GBM_Only,Mr. Darcy,Mr. Bingley | Miss Bingley | Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner,"Let me call your maid. Is there nothing you could take, to give you
present relief?--A glass of wine;--shall I get you one?--You are very
ill.",it was impossible for Darcy to leave her or to refrain from saying,No,her,Darcy,None,Elizabeth,864.0,66.0,,,,,,,,Mr. Bingley,Mr. Darcy
PrideAndPrejudice_1085,Both_Fail,Mrs. Bennet,Mr. Bingley | Elizabeth | Mr. Darcy | Jane | Mrs. Bennet,Can you come to-morrow?,nan,No,None,None,None,Elizabeth,1086.0,3.0,,,,,,,,Elizabeth,Elizabeth
PrideAndPrejudice_572,Both_Fail,Elizabeth,Elizabeth | Charlotte Lucas | Mrs. Gardiner | Mrs. Bennet,_That_ you certainly shall.,nan,No,None,None,None,Mrs. Bennet,573.0,3.0,,,,,,,,Mrs. Bennet,Mrs. Bennet
AlicesAdventuresInWonderland_687,GBM_Only,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | Five | Seven | The Gryphon | The Knave Of Hearts","It's a pun! Let the jury consider their verdict,",the King added,No,None,King,added,The Queen,688.0,14.0,,,,,,,,Hare,The King Of Hearts
AlicesAdventuresInWonderland_451,Explicit_Present_But_Fail,Alice,The King Of Hearts | The Duchess | The Queen | Alice,"Come, _that's_ a
good thing!",she said to herself,Yes,she,None,said,The Queen,452.0,19.0,,,,,,,,The Queen,The Queen
PrideAndPrejudice_910,Both_Fail,Jane,George Wickham | Kitty | Jane | Mr. Bennet | Elizabeth | Mr. Gardiner | Colonel Forster | Mary | Lydia | Mrs. Bennet,"Colonel Forster did own that he had often suspected some partiality,
especially on Lydia's side, but nothing to give him any alarm. I am so
grieved for him. His behaviour was attentive and kind to the utmost. He
_was_ coming to us, in order to assure us of his concern, before he had
any idea of their not being gone to Scotland: when that apprehension
first got abroad, it hastened his journey.",nan,No,None,None,None,Mary,911.0,3.0,,,,,,,,Mary,Mary
PrideAndPrejudice_1221,Explicit_Present_But_Fail,Elizabeth,Elizabeth | Mr. Darcy | Jane,"This is a wretched beginning indeed! My sole dependence was on you; and
I am sure nobody else will believe me, if you do not. Yet, indeed, I am
in earnest. I speak nothing but the truth. He still loves me, and we are
engaged.",nan,Yes,None,None,None,Jane,1222.0,3.0,,,,,,,,Jane,Jane
PrideAndPrejudice_320,Both_Fail,Mrs. Bennet,Kitty | Jane | Mr. Collins | Mr. Bennet | Miss Bingley | Elizabeth | Mr. Darcy | Mary | Lydia | Mrs. Bennet,"Oh! my dear, I cannot bear to hear that mentioned.
Pray do not talk of that odious man. I do think it is the hardest thing
in the world, that your estate should be entailed away from your own
children; and I am sure if I had been you, I should have tried long ago
to do something or other about it.",cried his wife,No,his,None,cried,Mr. Bennet,321.0,14.0,,,,,,,,Mr. Collins,Mr. Collins
PrideAndPrejudice_1010,GBM_Only,George Wickham,Elizabeth | Lydia | George Wickham | Jane,"I almost envy you the pleasure, and yet I believe it would be too much
for me, or else I could take it in my way to Newcastle. And you saw the
old housekeeper, I suppose? Poor Reynolds, she was always very fond of
me. But of course she did not mention my name to you.",nan,No,None,None,None,Elizabeth,1011.0,3.0,,,,,,,,Lydia,George Wickham
DaisyMiller_421,Both_Fail,Mrs. Walker,Mrs. Walker | Mrs. Miller | Daisy | Daisy Miller | Winterbourne,"Elle s affiche. It s her revenge for my having
ventured to remonstrate with her. When she comes, I shall not speak to
her.",said Mrs Walker turning away and addressing herself to Winterbourne,No,None,"Winterbourne, Mrs, Walker",said,Mrs. Miller,422.0,67.0,,,,,,,,Mrs. Miller,Mrs. Miller
PrideAndPrejudice_638,Both_Fail,Mr. Darcy,Lady Catherine De Bourgh | Elizabeth | Mr. Darcy | Charlotte Lucas | Colonel Fitzwilliam,"I shall not say that you are mistaken, because you could
not really believe me to entertain any design of alarming you; and I
have had the pleasure of your acquaintance long enough to know, that you
find great enjoyment in occasionally professing opinions which in fact
are not your own.",he replied,No,he,None,replied,Lady Catherine De Bourgh,639.0,10.0,,,,,,,,Lady Catherine De Bourgh,Lady Catherine De Bourgh
PrideAndPrejudice_1084,Explicit_Present_But_Fail,Mrs. Bennet,Kitty | Mr. Bennet | Mr. Bingley | Elizabeth | Mr. Darcy | Mary | Jane | Mrs. Bennet,"Next time you call, I hope we shall be more lucky.",said she,Yes,she,None,said,Jane,1085.0,8.0,,,,,,,,Jane,Jane
PrideAndPrejudice_61,GBM_Only,Mrs. Bennet,Mr. Bennet | Mr. Bingley | Elizabeth | Mr. Darcy | Lydia | Mrs. Bennet,"But I can assure you, that Lizzy does not lose much by not
suiting _his_ fancy; for he is a most disagreeable, horrid man, not at
all worth pleasing. So high and so conceited that there was no enduring
him! He walked here, and he walked there, fancying himself so very
great! Not handsome enough to dance with! I wish you had been there, my
dear, to have given him one of your set downs. I quite detest the man.",she added,No,she,None,added,Mr. Bennet,62.0,9.0,,,,,,,,Mr. Bingley,Mrs. Bennet
