quote_id,quote_type,baseline_prediction,EXP019_prediction,gold,recovered,regressed
AlicesAdventuresInWonderland_688,Explicit,The Queen,The Queen,The Queen,0,0
AlicesAdventuresInWonderland_689,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_69,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_690,Explicit,The Queen,The Queen,The Queen,0,0
AlicesAdventuresInWonderland_691,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_692,Explicit,The Queen,The Queen,The Queen,0,0
AlicesAdventuresInWonderland_693,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_694,Explicit,The Queen,The Queen,Alice'S Sister,0,0
AlicesAdventuresInWonderland_695,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_696,Explicit,The Queen,The Queen,Alice'S Sister,0,0
AlicesAdventuresInWonderland_7,Anaphoric,Alice,Alice,The White Rabbit,0,0
AlicesAdventuresInWonderland_70,Explicit,The Mouse,The Mouse,The Mouse,0,0
AlicesAdventuresInWonderland_71,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_72,Explicit,Alice,Alice,The Mouse,0,0
AlicesAdventuresInWonderland_73,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_74,Explicit,The Mouse,The Mouse,The Mouse,0,0
AlicesAdventuresInWonderland_75,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_76,Explicit,The Mouse,The Mouse,The Mouse,0,0
AlicesAdventuresInWonderland_77,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_78,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_79,Explicit,Alice,Alice,The Lory,0,0
AlicesAdventuresInWonderland_8,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_80,Explicit,Alice,Alice,An Old Crab,0,0
AlicesAdventuresInWonderland_81,Explicit,Alice,Alice,The Young Crab,0,0
AlicesAdventuresInWonderland_82,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_83,Explicit,The Lory,The Lory,The Lory,0,0
AlicesAdventuresInWonderland_84,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_85,Explicit,Alice,Alice,Old Magpie,0,0
AlicesAdventuresInWonderland_86,Explicit,Alice,Alice,A Canary,0,0
AlicesAdventuresInWonderland_87,Anaphoric,The Lory,The Lory,Alice,0,0
AlicesAdventuresInWonderland_88,Anaphoric,Alice,Alice,The White Rabbit,0,0
AlicesAdventuresInWonderland_89,Explicit,Alice,Alice,The White Rabbit,0,0
AlicesAdventuresInWonderland_9,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_90,Anaphoric,The Lory,The Lory,Alice,0,0
AlicesAdventuresInWonderland_91,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_92,Anaphoric,The Lory,The Lory,Alice,0,0
AlicesAdventuresInWonderland_93,Anaphoric,The Lory,The Lory,Alice,0,0
AlicesAdventuresInWonderland_94,Anaphoric,The Lory,The Lory,Alice,0,0
AlicesAdventuresInWonderland_95,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_96,Explicit,Alice,The Lory,Alice,0,1
AlicesAdventuresInWonderland_97,Anaphoric,The Lory,Alice,Alice,1,0
AlicesAdventuresInWonderland_98,Anaphoric,The Lory,The Lory,The White Rabbit,0,0
AlicesAdventuresInWonderland_99,Anaphoric,Alice,Alice,The White Rabbit,0,0
DaisyMiller_0,Anaphoric,Winterbourne,Winterbourne,Randolph,0,0
DaisyMiller_1,Anaphoric,Randolph,Randolph,Winterbourne,0,0
DaisyMiller_10,Anaphoric,Randolph,Randolph,Randolph,0,0
DaisyMiller_100,Anaphoric,Winterbourne,Eugenio,Winterbourne,0,1
DaisyMiller_101,Implicit,Eugenio,Eugenio,Mrs. Costello,0,0
DaisyMiller_102,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_103,Implicit,Eugenio,Eugenio,Mrs. Costello,0,0
DaisyMiller_104,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_105,Anaphoric,Eugenio,Eugenio,Mrs. Costello,0,0
DaisyMiller_106,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_107,Explicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_108,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_109,Implicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_11,Anaphoric,Randolph,Randolph,Randolph,0,0
DaisyMiller_110,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_111,Explicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_112,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_113,Implicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_114,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_115,Implicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_116,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_117,Implicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_118,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_119,Explicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_12,Anaphoric,Randolph,Randolph,Randolph,0,0
DaisyMiller_120,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_121,Implicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_122,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_123,Explicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_124,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_125,Anaphoric,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_126,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_127,Implicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_128,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_129,Implicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_13,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_130,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_131,Implicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_132,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_133,Explicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_134,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_135,Anaphoric,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_136,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_137,Anaphoric,Mrs. Costello,Mrs. Costello,Daisy Miller,0,0
DaisyMiller_138,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_139,Anaphoric,Mrs. Costello,Mrs. Costello,Daisy Miller,0,0
DaisyMiller_14,Anaphoric,Randolph,Randolph,Randolph,0,0
DaisyMiller_140,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_141,Explicit,Mrs. Costello,Mrs. Costello,Daisy Miller,0,0
DaisyMiller_142,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_143,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_144,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_145,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_146,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_147,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_148,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_149,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_15,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_150,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_151,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_152,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_153,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_154,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_155,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_156,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_157,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_158,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_159,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_16,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_160,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_161,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_162,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_163,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_164,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_165,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_166,Anaphoric,Daisy Miller,Daisy Miller,Mrs. Miller,0,0
DaisyMiller_167,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_168,Anaphoric,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_169,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_17,Anaphoric,Randolph,Randolph,Daisy Miller,0,0
DaisyMiller_170,Explicit,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_171,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_172,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_173,Anaphoric,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_174,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_175,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_176,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_177,Explicit,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_178,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_179,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_18,Explicit,Randolph,Randolph,Randolph,0,0
DaisyMiller_180,Anaphoric,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_181,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_182,Anaphoric,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_183,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_184,Explicit,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_185,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_186,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_187,Anaphoric,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_188,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_189,Explicit,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_19,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_190,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_191,Anaphoric,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_192,Explicit,Winterbourne,Winterbourne,Mrs. Miller,0,0
DaisyMiller_193,Anaphoric,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_194,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_195,Explicit,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_196,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_197,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_198,Anaphoric,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_199,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_2,Anaphoric,Randolph,Randolph,Randolph,0,0
DaisyMiller_20,Explicit,Randolph,Randolph,Randolph,0,0
DaisyMiller_200,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_201,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_202,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_203,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_204,Anaphoric,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_205,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_206,Anaphoric,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_207,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_208,Implicit,Mrs. Miller,Mrs. Miller,Winterbourne,0,0
DaisyMiller_209,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_21,Anaphoric,Winterbourne,Winterbourne,Daisy Miller,0,0
DaisyMiller_210,Anaphoric,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_211,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_212,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_213,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_214,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_215,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_216,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_217,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_218,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_219,Explicit,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_22,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_220,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_221,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_222,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_223,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_224,Anaphoric,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_225,Anaphoric,Daisy Miller,Daisy Miller,Eugenio,0,0
DaisyMiller_226,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_227,Implicit,Eugenio,Eugenio,Eugenio,0,0
DaisyMiller_228,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_229,Explicit,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_23,Anaphoric,Winterbourne,Winterbourne,Daisy Miller,0,0
DaisyMiller_230,Explicit,Eugenio,Eugenio,Eugenio,0,0
DaisyMiller_231,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_232,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_233,Explicit,Eugenio,Eugenio,Eugenio,0,0
DaisyMiller_234,Anaphoric,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_235,Anaphoric,Eugenio,Eugenio,Eugenio,0,0
DaisyMiller_236,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_237,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_238,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_239,Anaphoric,Eugenio,Eugenio,Eugenio,0,0
DaisyMiller_24,Explicit,Randolph,Randolph,Randolph,0,0
DaisyMiller_240,Explicit,Mrs. Miller,Daisy Miller,Mrs. Miller,0,1
DaisyMiller_241,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_242,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_243,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_244,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_245,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_246,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_247,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_248,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_249,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_25,Implicit,Winterbourne,Winterbourne,Daisy Miller,0,0
DaisyMiller_250,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_251,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_252,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_253,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_254,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_255,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_256,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_257,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_258,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_259,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_26,Anaphoric,Randolph,Randolph,Randolph,0,0
DaisyMiller_260,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_261,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_262,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_263,Anaphoric,Daisy Miller,Daisy Miller,Mrs. Costello,0,0
DaisyMiller_264,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_265,Implicit,Daisy Miller,Daisy Miller,Mrs. Costello,0,0
DaisyMiller_266,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_267,Anaphoric,Daisy Miller,Daisy Miller,Mrs. Costello,0,0
DaisyMiller_268,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_269,Implicit,Daisy Miller,Daisy Miller,Mrs. Costello,0,0
DaisyMiller_27,Anaphoric,Winterbourne,Winterbourne,Daisy Miller,0,0
DaisyMiller_270,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_271,Implicit,Daisy Miller,Daisy Miller,Mrs. Costello,0,0
DaisyMiller_272,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_273,Implicit,Daisy Miller,Daisy Miller,Mrs. Costello,0,0
DaisyMiller_274,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_275,Explicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_276,Explicit,Mrs. Costello,Mrs. Costello,The Servant,0,0
DaisyMiller_277,Explicit,Mrs. Costello,Mrs. Costello,Randolph,0,0
DaisyMiller_278,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_279,Anaphoric,Mrs. Costello,Mrs. Costello,Daisy Miller,0,0
DaisyMiller_28,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_280,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_281,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_282,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_283,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_284,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_285,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_286,Explicit,Randolph,Randolph,Randolph,0,0
DaisyMiller_287,Anaphoric,Daisy Miller,Daisy Miller,Mrs. Miller,0,0
DaisyMiller_288,Explicit,Randolph,Randolph,Randolph,0,0
DaisyMiller_289,Anaphoric,Randolph,Randolph,Randolph,0,0
DaisyMiller_29,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_290,Anaphoric,Daisy Miller,Daisy Miller,Winterbourne,0,0
DaisyMiller_291,Anaphoric,Daisy Miller,Daisy Miller,Mrs. Miller,0,0
DaisyMiller_292,Explicit,Randolph,Randolph,Randolph,0,0
DaisyMiller_293,Anaphoric,Randolph,Daisy Miller,Mrs. Miller,0,0
DaisyMiller_294,Anaphoric,Randolph,Randolph,Mrs. Miller,0,0
DaisyMiller_295,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_296,Explicit,Randolph,Randolph,Randolph,0,0
DaisyMiller_297,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_298,Explicit,Randolph,Randolph,Randolph,0,0
DaisyMiller_299,Anaphoric,Daisy Miller,Daisy Miller,Mrs. Miller,0,0
DaisyMiller_3,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_30,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_300,Anaphoric,Randolph,Randolph,Mrs. Miller,0,0
DaisyMiller_301,Anaphoric,Daisy Miller,Daisy Miller,Mrs. Miller,0,0
DaisyMiller_302,Explicit,Randolph,Randolph,Randolph,0,0
DaisyMiller_303,Anaphoric,Daisy Miller,Daisy Miller,Mrs. Miller,0,0
DaisyMiller_304,Anaphoric,Randolph,Randolph,Randolph,0,0
DaisyMiller_305,Explicit,Daisy Miller,Daisy Miller,Mrs. Miller,0,0
DaisyMiller_306,Anaphoric,Randolph,Randolph,Mrs. Miller,0,0
DaisyMiller_307,Anaphoric,Randolph,Winterbourne,Daisy Miller,0,0
DaisyMiller_308,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_309,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_31,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_310,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_311,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_312,Explicit,Winterbourne,Winterbourne,Mrs. Walker,0,0
DaisyMiller_313,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_314,Explicit,Randolph,Randolph,Randolph,0,0
DaisyMiller_315,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_316,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_317,Implicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_318,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_319,Implicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_32,Anaphoric,Randolph,Randolph,Randolph,0,0
DaisyMiller_320,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_321,Explicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_322,Anaphoric,Daisy Miller,Daisy Miller,Mrs. Miller,0,0
DaisyMiller_323,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_324,Anaphoric,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_325,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_326,Anaphoric,Mrs. Walker,Mrs. Walker,Mrs. Miller,0,0
DaisyMiller_327,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_328,Explicit,Randolph,Randolph,Randolph,0,0
DaisyMiller_329,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_33,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_330,Explicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_331,Explicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_332,Explicit,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_333,Explicit,Randolph,Randolph,Randolph,0,0
DaisyMiller_334,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_335,Explicit,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_336,Anaphoric,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_337,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_338,Explicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_339,Explicit,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_34,Explicit,Randolph,Randolph,Randolph,0,0
DaisyMiller_340,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_341,Explicit,Mrs. Miller,Mrs. Miller,Daisy Miller,0,0
DaisyMiller_342,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_343,Implicit,Mrs. Miller,Mrs. Miller,Winterbourne,0,0
DaisyMiller_344,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_345,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_346,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_347,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_348,Anaphoric,Mrs. Walker,Mrs. Walker,Daisy Miller,0,0
DaisyMiller_349,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_35,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_350,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_351,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_352,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_353,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_354,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_355,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_356,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
